교량명,도로노선명,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량높이
거여고가교(구리1),서울외곽순환고속국도,서울특별시,송파구,11710,서울특별시 송파구 거여동,37.502363,127.143191,37.502363,127.143191,0
거여고가교(판교),서울외곽순환고속국도,서울특별시,송파구,11710,서울특별시 송파구 거여동,37.502363,127.143191,37.502363,127.143191,0
상일IC3교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC1교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC2교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC4교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC5교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC교(구리),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC교(판교),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC7교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
상일IC6교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 상일동,37.550227,127.17893,37.550227,127.17893,0
강일교(구리0),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.566883,127.170658,37.566883,127.170658,0
강일교(구리1),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.566883,127.170658,37.566883,127.170658,0
강일교(판교0),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.566883,127.170658,37.566883,127.170658,0
강일교(판교1),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.566883,127.170658,37.566883,127.170658,0
강동대교(구리0),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,5
강동대교(구리1),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,5
강동대교(판교),서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,5
강일IC1교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,0
강일IC2교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,0
강일IC3교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,0
강일IC4교,서울외곽순환고속국도,서울특별시,강동구,11740,서울특별시 강동구 강일동,37.574329,127.164315,37.574329,127.164315,0
김포공항IC램프교,인천국제공항고속국도,서울특별시,강서구,11500,서울특별시 강서구 개화동,37.582063,126.797773,37.582993,126.797362,6
개화육교(상),인천국제공항고속국도,서울특별시,강서구,11500,서울특별시 강서구 개화동,37.584772,126.795581,37.585733,126.800972,7
개화교,인천국제공항고속국도,서울특별시,강서구,11500,서울특별시 강서구 개화동,37.585699,126.808108,37.584853,126.812314,11
덕릉교(일산),서울외곽순환고속국도,서울특별시,노원구,11350,서울특별시 노원구 상계동,37.675861,127.088412,37.677131,127.085784,12
덕릉교(퇴계원),서울외곽순환고속국도,서울특별시,노원구,11350,서울특별시 노원구 상계동,37.675551,127.088112,37.67694,127.08528,10.4
세곡교,용인서울고속국도,서울특별시,강남구,11680,서울특별시 강남구 세곡동,37.463952,127.093194,37.46478,127.092907,9.1
헌릉IC1교,용인서울고속국도,서울특별시,서초구,11650,서울특별시 서초구 내곡동,37.463026,127.089828,37.463956,127.089865,8.9
헌릉IC2교,용인서울고속국도,서울특별시,서초구,11650,서울특별시 서초구 내곡동,37.463765,127.089111,37.464058,127.08935,10
헌릉IC3교,용인서울고속국도,서울특별시,강남구,11680,서울특별시 강남구 세곡동,37.464056,127.090978,37.463995,127.091501,5
강화대교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 갑곳리,37.735315,126.518558,37.732905,126.527013,7
신봉교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 하점면 신봉리,37.779716,126.406058,37.779688,126.406357,0
부근1교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 송해면 하도리,37.77069,126.444255,37.770614,126.444795,0
부근2교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 송해면 하도리,37.770117,126.446858,37.770073,126.447023,0
하도교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 송해면 하도리,37.767231,126.45195,37.766902,126.452407,0
솔정교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 송해면 솔정리,37.763368,126.465095,37.763331,126.46568,0
서촌교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 송해면 솔정리,37.763275,126.469692,37.763352,126.470588,0
대산1교(하행),일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 대산리,37.764565,126.486712,37.76396,126.488033,0
대산1교(상행),일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 대산리,37.764554,126.486698,37.763956,126.488041,0
대산2교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 옥림리,37.760851,126.49515,37.760412,126.496234,0
옥림1교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 옥림리,37.756823,126.50177,37.756722,126.501896,0
옥림IC교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 옥림리,37.752759,126.504943,37.752582,126.505089,0
옥림2교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 용정리,37.751174,126.506097,37.7509,126.506329,0
용정교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 용정리,37.74605,126.509422,37.74589,126.509496,0
용정RAMPA교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 갑곳리,37.739136,126.509623,37.737941,126.510505,0
갑곳교,일반국도48호선,인천광역시,강화군,28710,인천광역시 강화군 강화읍 갑곳리,37.737367,126.514388,37.737336,126.514542,0
경원고가교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 연수동,37.409775,126.68512,37.405718,126.681,6
청능IC교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 청학동,37.41859,126.66686,37.418283,126.666726,5
주안산단고가교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 주안동,37.471738,126.67253,37.471065,126.675931,7.5
가정교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,0,0,0,0,5
가좌I.C고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 가좌동,37.48468,126.671479,37.483045,126.678302,8.8
간석고가교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 간석동,37.467676,126.704663,37.466033,126.710199,10
갈현교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 당하동,0,0,0,0,3.5
공촌1교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.546033,126.650107,37.545595,126.650123,5
공촌교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 검암동,0,0,0,0,3
관선고가교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 관교동,37.440771,126.693537,37.43618,126.696606,5
굴포4교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 삼산동,0,0,0,0,3.5
남동1교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 남촌동,37.422324,126.710282,37.422346,126.710572,5.7
남동고가교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 남촌동,37.433262,126.707876,37.42942,126.708949,6.5
남동교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 남촌동,0,0,0,0,3
남동대교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 고잔동,37.406598,126.68552,37.406074,126.686652,3
능해고가교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 용현동,37.448693,126.631417,37.444298,126.632404,7.6
담방1교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 만수동,37.445405,126.732408,37.445101,126.732252,3
도두리1교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 서운동,0,0,0,0,2.5
도두리2교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 서운동,37.531789,126.759557,37.53187,126.760578,4
동춘교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,0,0,0,0,4.5
만석고가교,"특별,광역시도",인천광역시,동구,28140,인천광역시 동구 만석동,37.479444,126.620002,37.48187,126.622105,6.9
박촌교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 박촌동,0,0,0,0,4.5
방축고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 가좌동,37.477792,126.668587,37.475323,126.675861,5.8
백석고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 당하동,37.584978,126.673238,37.586551,126.677744,5
부평IC고가교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 작전동,37.524027,126.722183,37.523653,126.722108,4.5
북항고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 석남동,37.501756,126.648283,37.496513,126.648025,5.8
삼산1교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 삼산동,0,0,0,0,5
삼산2교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 삼산동,0,0,0,0,5
삼산3교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 삼산동,0,0,0,0,5
삼산4교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 삼산동,0,0,0,0,4.1
새마을교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 만수동,37.443429,126.733255,37.443403,126.733663,2.5
서부1교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.515024,126.732022,37.514735,126.732011,2.5
석남제1고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 석남동,37.506352,126.673367,37.506182,126.677809,6
석남제2고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 석남동,37.499185,126.67326,37.49876,126.677594,6
석암고가교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 간석동,37.463746,126.689852,37.466344,126.690174,8.2
선주교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 선주지동,0,0,0,0,5
선학교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 선학동,0,0,0,0,3
송도국제교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,37.394041,126.668346,37.390461,126.664719,5.4
송도국제교(R),"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,37.390717,126.664526,37.392746,126.6662,8.5
컨벤시아교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,37.406025,126.658754,37.398797,126.653261,5
송림고가교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 도화동,37.479197,126.653476,37.47815,126.652081,9.1
부개고가교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 부개동,37.490299,126.740336,37.487523,126.739564,4.5
숙골고가교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 도화동,37.467787,126.665578,37.465267,126.667938,7
신만수교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 만수동,37.448604,126.729329,37.448544,126.729747,3.5
용종교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 병방동,37.544493,126.745449,37.54451,126.745846,2.5
여래교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 대곡동,0,0,0,0,5.1
여울교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 삼산동,0,0,0,0,3
연수고가교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 연수동,37.418334,126.67857,37.415936,126.677031,10.8
블루비치교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 신흥동3가,37.447271,126.629883,37.446645,126.631444,7.7
왕길고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 왕길동,37.585633,126.661286,37.580667,126.662445,5
우회고가교,"특별,광역시도",인천광역시,동구,28140,인천광역시 동구 만석동,37.485548,126.61998,37.473032,126.616568,9.8
원당1교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 원당동,0,0,0,0,5
원당교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 원당동,0,0,0,0,4
장수2교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 장수동,0,0,0,0,4
장수4교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 만수동,37.444485,126.743812,37.444,126.743598,4
장수고가교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 장수동,37.452509,126.747332,37.446325,126.744606,6
장수교,일반국도42호선,인천광역시,남동구,28200,인천광역시 남동구 장수동,37.450024,126.746397,37.449933,126.746708,3
천대고가교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 작전동,37.527431,126.73333,37.521202,126.732655,6
하야교,일반국도39호선,인천광역시,계양구,28245,인천광역시 계양구 하야동,37.583605,126.78161,37.583801,126.78183,3.5
효성고가교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 효성동,37.524546,126.694685,37.522751,126.694728,4.5
초지대교,국가지원지방도84호선,인천광역시,강화군,28710,인천광역시 강화군 길상면 초지리,37.628761,126.534688,37.635405,126.545245,27.2
옹암교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 학익동,37.430966,126.633499,37.430668,126.634689,4.7
컨벤시아교(R)(송도방향),"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,37.399036,126.652961,37.40115,126.654742,11.3
아트센터교(송도3교),"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,37.406521,126.644087,37.408191,126.646276,7.6
호수1교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 송도동,0,0,0,0,5.6
동춘고가교,"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 동춘동,37.411769,126.662563,37.413533,126.663722,5
담방2교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 만수동,37.439617,126.734741,37.439638,126.735203,3
송도고가교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 고잔동,37.383309,126.708397,37.382951,126.710628,4.5
금산IC교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운북동,37.512582,126.526661,37.509135,126.52414,7.5
봉수교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.553049,126.665725,37.553049,126.665725,3.8
중봉1교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.533262,126.659816,37.533262,126.659816,5
청라2교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.533213,126.640592,37.533213,126.640592,5
중봉교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.533237,126.649471,37.533237,126.649471,5
동강1교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운북동,37.508322,126.52606,37.507778,126.526666,8
백운고가교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 십정동,37.485174,126.707957,37.483556,126.708386,17.5
봉오고가교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 서운동,37.531396,126.755797,37.531872,126.764122,20.1
백석대교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 백석동,37.57435,126.663453,37.567564,126.663797,21
도림고가교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 도림동,37.420895,126.73642,37.420639,126.742085,19.8
신천교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 논현동,37.417069,126.753147,37.415382,126.756751,14.2
신촌교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 부평동,37.490971,126.713267,37.490971,126.713858,5
서부3교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.511922,126.721792,37.511905,126.722435,4.1
도림1교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 논현동,37.420256,126.745261,37.420162,126.745658,11
도림2교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 논현동,37.41879,126.749252,37.418645,126.749585,11
신북항고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 원창동,37.504394,126.64839,37.509399,126.648648,13.8
용천교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 금곡동,37.608823,126.635076,37.608805,126.635676,4.5
금곡천교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 금곡동,37.607531,126.638294,37.607174,126.638423,4.5
남동IC교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 남촌동,37.425914,126.71006,37.42012,126.709137,13.8
계양교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 서운동,37.533161,126.743362,37.533085,126.743855,4.5
대포천교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 금곡동,37.60799,126.628081,37.608058,126.628681,4.5
검단천교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 금곡동,37.605984,126.638595,37.605661,126.638638,4.5
왕길육교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 오류동,37.596871,126.642178,37.597042,126.642876,4.5
방죽교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 남촌동,37.431179,126.705693,37.431051,126.706294,4.5
서창2교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 서창동,37.426672,126.745111,37.426229,126.745154,4.5
서창4교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 논현동,37.421526,126.746613,37.421764,126.747042,4.5
서창5교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 서창동,37.422769,126.752921,37.423298,126.75393,4.5
서창6교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 서창동,37.425019,126.756612,37.425581,126.75732,4.5
승기2교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 구월동,37.438859,126.704733,37.438833,126.705355,5
원창1교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.526947,126.649618,37.526947,126.649618,8
원창2교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.527032,126.649186,37.527032,126.649186,8
바이오산업교(송도4교),"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 고잔동,37.384693,126.682612,37.38662,126.684501,10
모퉁말교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 심곡동,37.537836,126.675293,37.53787,126.676183,7
바이오산업교(R),"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 고잔동,37.384865,126.682331,37.38709,126.683876,5
흑룡교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 효성동,37.523989,126.691681,37.524023,126.690866,6
청천1교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 효성동,37.523761,126.691531,37.523791,126.691096,5
루원교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 가정동,37.523793,126.685415,37.523912,126.684815,9.1
샘내들교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.540252,126.665744,37.539929,126.666474,6
연희교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.540329,126.660508,37.540354,126.661496,4.5
문점교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.525929,126.611604,37.526444,126.61361,6
심곡3교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.520728,126.628076,37.519703,126.628591,8
공촌4교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.540329,126.611776,37.543118,126.611818,4.8
계양대교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 귤현동,37.569206,126.74051,37.576808,126.735274,27.6
굴포천1교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 노오지동,37.573448,126.757438,37.574022,126.759874,15.3
시천교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 검암동,37.567386,126.676577,37.572829,126.67647,9.8
동막교,"특별,광역시도",인천광역시,남동구,28200,인천광역시 남동구 고잔동,37.396276,126.673943,37.39683,126.672763,3
청라교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.533141,126.63187,37.532716,126.631913,3.8
심곡1교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.525265,126.641636,37.526496,126.641107,11
원창교(경서방면),"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 연희동,37.526462,126.649598,37.527402,126.649638,12
심곡2교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.522233,126.634402,37.523399,126.633849,10
원창고가교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 원창동,37.525177,126.649336,37.526547,126.649379,8
공촌3교,"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 경서동,37.542318,126.631886,37.543131,126.631875,8.8
문학I/C 1교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 학익동,37.436318,126.67385,37.436465,126.676307,0
문학I/C 2교,"특별,광역시도",인천광역시,미추홀구,28177,인천광역시 미추홀구 문학동,37.436443,126.676601,37.43803,126.677114,0
원창교(북항방면),"특별,광역시도",인천광역시,서구,28260,인천광역시 서구 청라동,37.526677,126.649154,37.526199,126.649156,12
운남2교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운남동,0,0,0,0,6
하늘교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운남동,37.480871,126.539833,37.481114,126.540433,2.5
송산1교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운남동,0,0,0,0,8
전소1교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운남동,0,0,0,0,10
운북IC교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 운서동,37.506384,126.49395,37.507472,126.49435,0
화평운교,구도,인천광역시,동구,28140,인천광역시 동구 화수동,0,0,0,0,10
왕산마리나교,"특별,광역시도",인천광역시,중구,28110,인천광역시 중구 을왕동,37.459957,126.360402,37.459489,126.359239,0
수봉육교,구도,인천광역시,미추홀구,28177,인천광역시 미추홀구 숭의동,37.458036,126.661863,37.458249,126.662166,10
주안차도육교,구도,인천광역시,미추홀구,28177,인천광역시 미추홀구 도화동,37.457751,126.668426,37.457504,126.668737,7.3
선학차도육교,구도,인천광역시,미추홀구,28177,인천광역시 미추홀구 문학동,37.435166,126.680802,37.434723,126.680587,4.5
컨벤시아교(R)(해안도로방향),"특별,광역시도",인천광역시,연수구,28185,인천광역시 연수구 송도동,37.400353,126.655015,37.398306,126.652918,0
논현차도육교,구도,인천광역시,남동구,28200,인천광역시 남동구 논현동,37.414629,126.738705,37.414629,126.738705,5
도림1차도육교,구도,인천광역시,남동구,28200,인천광역시 남동구 도림동,37.422166,126.738075,37.422166,126.738075,5
도림2차도육교,구도,인천광역시,남동구,28200,인천광역시 남동구 도림동,37.418187,126.738777,37.418187,126.738777,5
서창차도육교,구도,인천광역시,남동구,28200,인천광역시 남동구 서창동,37.432671,126.75155,37.432671,126.75155,7
수현교,구도,인천광역시,남동구,28200,인천광역시 남동구 장수동,0,0,0,0,4.5
연수교,구도,인천광역시,연수구,28185,인천광역시 연수구 선학동,0,0,0,0,4
아암1교,일반국도77호선,인천광역시,남동구,28200,인천광역시 남동구 논현동,37.381307,126.717325,37.382603,126.720994,6
아암2교,일반국도77호선,인천광역시,남동구,28200,인천광역시 남동구 논현동,37.382134,126.717529,37.382679,126.720866,6
서창1교,구도,인천광역시,남동구,28200,인천광역시 남동구 서창동,37.425564,126.742793,37.425498,126.742889,4.5
장수3교,구도,인천광역시,남동구,28200,인천광역시 남동구 장수동,37.44705,126.746649,37.446938,126.747124,4.5
서부2교,"특별,광역시도",인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.51441,126.725838,37.514671,126.725933,3
작전고가교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 작전동,37.524109,126.729572,37.524109,126.729572,5.9
굴포1교,구도,인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.508753,126.722853,37.509032,126.722868,3
굴포2교,구도,인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.508737,126.725873,37.509067,126.725899,3
굴포3교,구도,인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.509298,126.729291,37.509592,126.729182,3
남부고가교,구도,인천광역시,부평구,28237,인천광역시 부평구 부평동,37.489763,126.716949,37.489763,126.716949,7.5
백마2교,구도,인천광역시,부평구,28237,인천광역시 부평구 산곡동,37.503595,126.715296,37.503569,126.715675,2.3
백마교,구도,인천광역시,부평구,28237,인천광역시 부평구 부평동,37.503316,126.720143,37.503286,126.720599,2.5
십정과선교,구도,인천광역시,부평구,28237,인천광역시 부평구 십정동,37.481196,126.704927,37.481529,126.704745,7
서운교,구도,인천광역시,계양구,28245,인천광역시 계양구 서운동,37.527436,126.742055,37.527436,126.742055,2
삼산2지구교,구도,인천광역시,부평구,28237,인천광역시 부평구 삼산동,37.522429,126.740285,37.522463,126.73989,4
천상교,일반국도6호선,인천광역시,계양구,28245,인천광역시 계양구 서운동,37.525718,126.760071,37.525718,126.760071,5
작전교,일반국도6호선,인천광역시,계양구,28245,인천광역시 계양구 작전동,0,0,0,0,3
동양2교,구도,인천광역시,계양구,28245,인천광역시 계양구 동양동,0,0,0,0,3.4
동양교,구도,인천광역시,계양구,28245,인천광역시 계양구 동양동,0,0,0,0,3.4
귤현1교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 상야동,0,0,0,0,9.1
서운교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 작전동,0,0,0,0,2.3
양지편교,"특별,광역시도",인천광역시,계양구,28245,인천광역시 계양구 동양동,0,0,0,0,3.4
살라리교,구도,인천광역시,계양구,28245,인천광역시 계양구 용종동,0,0,0,0,3.4
상야교,구도,인천광역시,계양구,28245,인천광역시 계양구 평동,0,0,0,0,9.9
계산1교,구도,인천광역시,계양구,28245,인천광역시 계양구 병방동,0,0,0,0,3.4
계산2교,구도,인천광역시,계양구,28245,인천광역시 계양구 용종동,0,0,0,0,3.4
굴포1교,구도,인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.509019,126.722864,37.509019,126.722864,3
굴포2교,구도,인천광역시,부평구,28237,인천광역시 부평구 갈산동,37.509073,126.725903,37.509073,126.725903,3
방축교,구도,인천광역시,계양구,28245,인천광역시 계양구 방축동,37.552475,126.739917,37.552475,126.739917,2
송현교,구도,인천광역시,계양구,28245,인천광역시 계양구 박촌동,37.55215,126.750888,37.55215,126.750888,3.6
평동교,구도,인천광역시,계양구,28245,인천광역시 계양구 하야동,37.58405,126.779596,37.58409,126.779448,2
중봉2교,구도,인천광역시,서구,28260,인천광역시 서구 연희동,37.53325,126.656452,37.53325,126.656452,5
중봉3교,구도,인천광역시,서구,28260,인천광역시 서구 연희동,37.533243,126.653285,37.533243,126.653285,5
청라1교,구도,인천광역시,서구,28260,인천광역시 서구 경서동,37.533218,126.644608,37.533218,126.644608,5
청라3교,구도,인천광역시,서구,28260,인천광역시 서구 경서동,37.533205,126.636574,37.533205,126.636574,5
